N;alpha;beta;eps;expon_alpha;consensus_x;consensus_y;consensus_probabity;simulation_time;type;simulation_count
50.0;;;0.5;3.5;93.58975424829144;195.1780792268997;391.0;1579.0;ONE_EXPON;400.0
50.0;;;0.5;4.0;83.24256222299917;194.0045855853879;386.0;1549.0;ONE_EXPON;400.0
50.0;;;0.5;4.5;74.88328265972365;189.9463153398811;383.0;1546.0;ONE_EXPON;400.0
50.0;;;0.5;5.0;67.54384400656554;186.4089783196457;373.0;1483.0;ONE_EXPON;400.0
50.0;;;0.55;0.5;180.632069568234;200.7124162564484;400.0;1584.0;ONE_EXPON;400.0
50.0;;;0.55;1.0;162.56605201419202;199.8757931374999;400.0;1591.0;ONE_EXPON;400.0
50.0;;;0.55;1.5;144.7886763570687;198.87017590686932;400.0;1582.0;ONE_EXPON;400.0
50.0;;;0.55;2.0;131.4253617330587;201.4384201646409;400.0;1563.0;ONE_EXPON;400.0
50.0;;;0.55;2.5;119.3905881011995;199.4680985142936;399.0;1554.0;ONE_EXPON;400.0
50.0;;;0.55;3.0;106.26113287281152;199.3174355271964;400.0;1551.0;ONE_EXPON;400.0
50.0;;;0.55;3.5;95.89600169873496;198.5051622324174;398.0;1517.0;ONE_EXPON;400.0
50.0;;;0.55;4.0;86.15509958460187;197.98932873256223;396.0;1479.0;ONE_EXPON;400.0
50.0;;;0.55;4.5;77.964069428774;198.0805836292499;396.0;1444.0;ONE_EXPON;400.0
50.0;;;0.55;5.0;72.34937297614412;199.64479142254888;397.0;1436.0;ONE_EXPON;400.0
50.0;;;0.6;0.5;182.19186860150205;201.45812117289088;400.0;1430.0;ONE_EXPON;400.0
50.0;;;0.6;1.0;163.93535318959997;199.8870648028213;400.0;1410.0;ONE_EXPON;400.0
50.0;;;0.6;1.5;147.34563834975026;200.5271969402708;400.0;1421.0;ONE_EXPON;400.0
50.0;;;0.6;2.0;133.4760715850124;200.79759953647084;400.0;1410.0;ONE_EXPON;400.0
50.0;;;0.6;2.5;118.90002025337844;200.89885150301;400.0;1375.0;ONE_EXPON;400.0
50.0;;;0.6;3.0;106.4859973091855;199.112331420976;400.0;1356.0;ONE_EXPON;400.0
50.0;;;0.6;3.5;97.01058991247211;198.9161279958489;400.0;1348.0;ONE_EXPON;400.0
50.0;;;0.6;4.0;88.50381882863053;199.9583782756415;400.0;1328.0;ONE_EXPON;400.0
50.0;;;0.6;4.5;80.51626018104065;199.74721713257665;400.0;1299.0;ONE_EXPON;400.0
50.0;;;0.6;5.0;72.91301144610038;199.5584364911155;398.0;1284.0;ONE_EXPON;400.0
50.0;;;0.65;0.5;181.33354739488416;199.39841928922516;400.0;1240.0;ONE_EXPON;400.0
50.0;;;0.65;1.0;165.40385405835866;199.4653470337169;400.0;1225.0;ONE_EXPON;400.0
50.0;;;0.65;1.5;146.95582597623715;200.41275942018123;400.0;1227.0;ONE_EXPON;400.0
50.0;;;0.65;2.0;132.96963258516786;202.16579170353805;400.0;1222.0;ONE_EXPON;400.0
50.0;;;0.65;2.5;119.84258986771086;201.0637101930168;400.0;1231.0;ONE_EXPON;400.0
50.0;;;0.65;3.0;108.58543191400707;200.97601918127427;400.0;1234.0;ONE_EXPON;400.0
50.0;;;0.65;3.5;97.2549695268249;198.6224883221478;400.0;1230.0;ONE_EXPON;400.0
50.0;;;0.65;4.0;87.63031638341879;199.25904116837904;400.0;1225.0;ONE_EXPON;400.0
50.0;;;0.65;4.5;80.57705377491254;199.0444195831443;400.0;1237.0;ONE_EXPON;400.0
50.0;;;0.65;5.0;73.72374725057057;199.6196043805801;399.0;1220.0;ONE_EXPON;400.0
50.0;;;0.7;0.5;181.93512025794757;200.1128436690728;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.7;1.0;165.30432963571522;201.3523018320412;400.0;1201.0;ONE_EXPON;400.0
50.0;;;0.7;1.5;147.89945198227394;202.038379067143;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.7;2.0;131.6586003084844;200.90199421998395;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.7;2.5;120.81322646449406;199.8454610118804;400.0;1201.0;ONE_EXPON;400.0
50.0;;;0.7;3.0;107.43270742432604;201.3412120981697;400.0;1202.0;ONE_EXPON;400.0
50.0;;;0.7;3.5;97.30225262017476;198.4607457372804;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.7;4.0;88.71561508147283;199.805002749326;400.0;1206.0;ONE_EXPON;400.0
50.0;;;0.7;4.5;80.07356012894196;200.86440853447576;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.7;5.0;74.20051125611772;200.98362437857944;400.0;1204.0;ONE_EXPON;400.0
50.0;;;0.75;0.5;182.9515017528516;200.4095552029784;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;1.0;163.25428066972816;201.45585505677812;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;1.5;149.8572018016637;199.3225454690888;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;2.0;134.084973723882;200.5029699662116;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;2.5;120.89925336392427;202.69722028030804;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;3.0;108.4204198287917;198.6292458956217;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;3.5;97.98942464080878;201.74902968732889;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;4.0;89.64734530067665;199.05954474965293;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;4.5;81.34409428198799;199.48121433295967;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.75;5.0;74.1724167189463;200.47356026539916;400.0;1201.0;ONE_EXPON;400.0
50.0;;;0.8;0.5;180.934817366627;199.80840850550325;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;1.0;165.54025772324965;199.77543427295808;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;1.5;147.93034426320318;200.57196987232604;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;2.0;134.2469025029926;200.02198083118665;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;2.5;120.68107880899086;199.90016592019475;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;3.0;109.65877925740182;199.32637467138755;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;3.5;99.61732435221282;200.35050880056647;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;4.0;89.64731285195764;200.8359894034077;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;4.5;82.4049858342071;201.3525232500957;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.8;5.0;75.09837196939199;200.90890315851715;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;0.5;183.86511480699767;200.909391015933;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;1.0;166.241398890911;199.81181943391925;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;1.5;149.08373896554662;198.5730685469196;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;2.0;135.10616304222236;200.77346142394947;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;2.5;121.02287915065044;200.9311245828597;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;3.0;110.00035534642858;200.62468366072312;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;3.5;99.78777299197849;201.1618422492758;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;4.0;90.93368337155523;199.85439851877112;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;4.5;82.77038251718962;200.0681100767972;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.85;5.0;74.34442923758483;200.2738055860821;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;0.5;183.1489252705146;201.73966732217215;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;1.0;165.37818228566408;198.2743044280801;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;1.5;150.48796073735636;200.13800371675416;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;2.0;136.81349421068174;200.76394422624;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;2.5;121.46174284797446;198.9340748994412;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;3.0;110.0290281880185;199.96723132092296;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;3.5;99.92021934581932;201.7376705330649;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;4.0;91.52365687238978;199.4865495809672;400.0;1199.0;ONE_EXPON;400.0
50.0;;;0.9;4.5;82.87654827446705;200.8035680021013;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.9;5.0;75.54559808956779;199.9414837876316;400.0;1199.0;ONE_EXPON;400.0
50.0;;;0.95;0.5;182.63230145194237;198.614797927919;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.95;1.0;166.58664209571376;201.0260071565655;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.95;1.5;150.14502431566973;199.3259461426966;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.95;2.0;135.59022948341422;200.7208718088979;400.0;1200.0;ONE_EXPON;400.0
50.0;;;0.95;2.5;123.0078031702772;199.3890366939696;400.0;1199.0;ONE_EXPON;400.0
50.0;;;0.95;3.0;111.4488320633629;199.7435494573613;400.0;1199.0;ONE_EXPON;400.0
50.0;;;0.95;3.5;100.22700331383732;200.75869986981843;400.0;1197.0;ONE_EXPON;400.0
50.0;;;0.95;4.0;90.66215990579455;200.1691207112722;400.0;1198.0;ONE_EXPON;400.0
50.0;;;0.95;4.5;83.56888556393588;200.12242991124535;400.0;1195.0;ONE_EXPON;400.0
50.0;;;0.95;5.0;76.4511729203329;199.691619431649;400.0;1192.0;ONE_EXPON;400.0
50.0;;;1.0;0.5;183.3305678828288;199.39557157954627;400.0;1200.0;ONE_EXPON;400.0
50.0;;;1.0;1.0;169.0467113533912;200.26308602880772;400.0;1200.0;ONE_EXPON;400.0
50.0;;;1.0;1.5;151.06912620519694;200.18210002425872;400.0;1200.0;ONE_EXPON;400.0
50.0;;;1.0;2.0;136.20241039060238;200.3466939035394;400.0;1200.0;ONE_EXPON;400.0
50.0;;;1.0;2.5;124.64376518435976;200.3853829470589;400.0;1197.0;ONE_EXPON;400.0
50.0;;;1.0;3.0;111.1088262702527;199.6520440144064;400.0;1193.0;ONE_EXPON;400.0
50.0;;;1.0;3.5;100.13457926885448;200.149448074365;400.0;1190.0;ONE_EXPON;400.0
50.0;;;1.0;4.0;92.43485410389718;200.08208729753565;400.0;1179.0;ONE_EXPON;400.0
50.0;;;1.0;4.5;83.90542554803811;199.8694705989895;400.0;1153.0;ONE_EXPON;400.0
50.0;;;1.0;5.0;76.52884728347416;199.53521734685137;400.0;1142.0;ONE_EXPON;400.0
50.0;0.5;0.5;0.15;0.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.15;1.0;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.15;1.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.15;2.0;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.15;2.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.15;3.0;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.15;3.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.15;4.0;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.15;4.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.15;5.0;1.485267156711417;0.5861925755219697;3.0;22.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.2;0.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.2;1.0;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.2;1.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.2;2.0;0.9430057422274588;0.659809090319954;2.0;29.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.2;2.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.2;3.0;0.9726932749651569;0.46218172133257074;2.0;20.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.2;3.5;4.00013303519058;1.6657499616923626;8.0;65.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.2;4.0;5.143303806016094;2.008575098092956;10.0;70.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.2;4.5;10.872312810907268;4.042261724698003;22.0;139.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.2;5.0;21.573353383476473;7.083695946292695;43.0;269.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.25;0.5;0.0;0.0;0.0;0.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.25;1.0;1.3350949793120914;1.2151402435544671;3.0;37.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.25;1.5;4.300157032815877;3.3171301813532468;9.0;88.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.25;2.0;14.065656528716604;8.967028222108896;28.0;252.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.25;2.5;21.469097041511617;12.654767515116422;43.0;325.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.25;3.0;21.624899139812854;11.19762218787885;43.0;314.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.25;3.5;31.058066536588775;14.064131563907956;62.0;394.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.25;4.0;32.512887510717874;13.296084909893066;65.0;387.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.25;4.5;42.39375920541109;16.100549493942324;85.0;489.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.25;5.0;53.15917771513486;17.86495406909502;106.0;555.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.3;0.5;4.7603715447726485;4.520622958210489;10.0;116.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.3;1.0;43.329538694146365;35.31308101465341;87.0;788.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.3;1.5;82.10096589856539;60.88643397806375;166.0;1226.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.3;2.0;82.02608566983241;54.663977499321284;163.0;1105.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.3;2.5;77.10576364065646;45.580347503142484;154.0;1012.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.3;3.0;86.04505256168693;44.69833759007918;173.0;1038.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.3;3.5;82.18585411968724;38.361761359292984;165.0;887.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.3;4.0;86.0129107313948;35.89417946117934;172.0;913.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.3;4.5;82.43132621399654;31.301885837120498;165.0;818.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.3;5.0;97.75817431579067;34.0308834971675;195.0;909.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.35;0.5;46.07936252009603;41.29102281091951;92.0;910.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.35;1.0;155.76673305087763;126.5325213454194;313.0;2113.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.35;1.5;162.14254632014416;118.32665983715513;323.0;1905.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.35;2.0;159.27681453546376;103.07660792589081;318.0;1755.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.35;2.5;159.89053299860237;91.66235258866784;319.0;1682.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.35;3.0;144.87053263430326;76.97198479483883;292.0;1482.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.35;3.5;138.95428700900027;65.42555243685098;279.0;1346.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.35;4.0;128.56863478846316;54.43382747125589;256.0;1163.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.35;4.5;134.9080022578663;51.82230170086162;269.0;1172.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.35;5.0;141.61454505110183;49.968515947077336;283.0;1162.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.4;0.5;132.50316192419476;120.8772564453963;267.0;2131.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.4;1.0;190.64926182608005;154.0341345730786;384.0;2046.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.4;1.5;194.03649048400337;142.1437809987321;387.0;1862.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.4;2.0;189.23001390695342;121.54364850983085;377.0;1727.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.4;2.5;183.6706589063711;107.2365784090052;369.0;1674.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.4;3.0;179.2738832495545;94.42981166721306;360.0;1577.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.4;3.5;177.14382441002707;85.81387243843618;355.0;1514.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.4;4.0;174.93152114970974;74.92616343066874;352.0;1470.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.4;4.5;174.13860779245024;68.70809470570309;348.0;1366.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.4;5.0;170.23555331899183;61.062721517217824;341.0;1292.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.45;0.5;182.4668517273566;165.85367461337245;364.0;2198.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.45;1.0;198.339476594923;162.24836936752553;399.0;1766.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.45;1.5;200.19283311527016;144.12862852812592;398.0;1654.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.45;2.0;199.88871116133112;129.27741175516186;399.0;1633.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.45;2.5;196.58300812090408;116.2847344489548;394.0;1599.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.45;3.0;198.06251439129122;104.55883429525082;396.0;1576.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.45;3.5;192.6508970385502;91.88558850306181;386.0;1497.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.45;4.0;190.7433889565267;83.31331110128184;383.0;1445.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.45;4.5;191.51851713042925;76.07560809011858;384.0;1386.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.45;5.0;189.28232852840105;69.20862815616108;378.0;1306.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.5;0.5;197.4530131569229;178.5007043150757;396.0;1929.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.5;1.0;199.60203261930764;162.73254808813965;400.0;1609.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.5;1.5;198.75099266207323;146.70268706255757;399.0;1590.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.5;2.0;199.54607361543157;132.38412718887216;400.0;1563.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.5;2.5;200.34716543294473;118.24199559340778;400.0;1523.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.5;3.0;199.88755621080577;106.42526896272156;399.0;1464.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.5;3.5;198.83176682336128;95.067032553076;397.0;1411.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.5;4.0;197.9269017865963;87.0725540896801;396.0;1368.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.5;4.5;197.9085203151554;79.75363099067309;395.0;1306.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.5;5.0;194.3791809069578;72.08691401727738;390.0;1247.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.55;0.5;198.47798594173932;182.94310999040934;400.0;1658.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.55;1.0;197.5202926943263;163.15443651435328;400.0;1582.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.55;1.5;199.86084401735638;146.1937128716466;400.0;1496.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.55;2.0;199.21313218974498;132.29961629405875;400.0;1393.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.55;2.5;200.20771672930783;118.83351199718255;400.0;1310.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.55;3.0;200.2609453008945;106.53414482319145;400.0;1297.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.55;3.5;198.7911115361844;97.82183961299857;400.0;1250.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.55;4.0;198.8534988275488;87.22335284362514;398.0;1240.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.55;4.5;199.65183679195025;81.46712713554709;400.0;1227.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.55;5.0;198.84293845143907;73.07311810832063;397.0;1222.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.6;0.5;201.01819437713704;180.6860248329509;400.0;1598.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.6;1.0;200.14803138178118;166.63204990274744;400.0;1420.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.6;1.5;200.68168499507198;147.90456148457915;400.0;1277.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.6;2.0;200.2760583215438;133.66419980701463;400.0;1217.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.6;2.5;199.25828947621602;119.32711702641191;400.0;1208.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.6;3.0;199.66640535039014;105.93612382855852;400.0;1205.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.6;3.5;199.8836506162769;96.4699516340997;400.0;1204.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.6;4.0;200.06327930699155;88.64916402336267;400.0;1204.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.6;4.5;200.2493840426381;80.89223892850201;400.0;1201.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.6;5.0;199.9761594310967;74.07836779906472;400.0;1202.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.65;0.5;198.8013281890419;180.2402809757481;400.0;1519.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.65;1.0;200.2446889495854;164.68780142838418;400.0;1229.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.65;1.5;199.2548750348598;147.99979214246318;400.0;1203.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.65;2.0;198.72674940686642;132.77232428012348;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.65;2.5;200.8475261275084;120.033377293331;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.65;3.0;199.74021166701098;108.91375082478493;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.65;3.5;199.1582104133925;98.78933090314555;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.65;4.0;200.82907871031327;89.43212746429471;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.65;4.5;199.47390857415215;82.62209202733047;400.0;1197.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.65;5.0;200.0536296401674;75.69749635610967;400.0;1190.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.7;0.5;199.14300008330372;184.07716857516965;400.0;1283.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.7;1.0;201.33884794383513;164.89949602034682;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.7;1.5;199.57268950327685;148.3147030407565;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.7;2.0;200.09089986341576;133.98807572443013;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.7;2.5;199.4901015842575;120.81299202811029;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.7;3.0;200.14960100233606;108.90079001968029;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.7;3.5;199.41631909834217;99.49918314332575;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.7;4.0;200.71283056578318;90.29199493649344;400.0;1195.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.7;4.5;199.1220756274516;81.73762360187617;400.0;1187.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.7;5.0;200.382389346242;75.59939198104865;400.0;1177.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.75;0.5;197.83527637876472;181.77761749293768;400.0;1205.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.75;1.0;199.95392016463794;166.63654208380277;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.75;1.5;199.6474255761586;147.63266373938785;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.75;2.0;200.64484155235286;133.71766131482693;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.75;2.5;200.03750206177912;121.33517144440577;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.75;3.0;200.52529396675584;109.58532068633866;400.0;1198.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.75;3.5;199.52582502390692;99.09176705417356;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.75;4.0;199.9809480929076;90.41486716141401;400.0;1183.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.75;4.5;200.65586229466768;83.19771011646192;400.0;1163.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.75;5.0;199.499394006427;75.34703718340823;400.0;1126.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.8;0.5;200.67500422173296;182.63499909172108;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.8;1.0;200.45787212209873;164.7403486034942;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.8;1.5;200.5065167575914;149.93642539777866;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.8;2.0;200.4876062218777;134.80261199747795;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.8;2.5;199.5443660261662;121.46911957644375;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.8;3.0;199.67945080205735;109.84078251020836;400.0;1198.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.8;3.5;200.02995737925465;99.43739474730805;400.0;1183.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.8;4.0;199.75871216010646;91.28922308369542;400.0;1166.0;BOTH_BETA_EXPON;400.0
